pair_key,substance_a_id,substance_b_id,exact_chunk_count,class_level_chunk_count,total_chunk_count,source_count,source_ids,source_titles,exact_chunk_ids,class_level_chunk_ids,all_chunk_ids
maoi_pharma|psilocybin,psilocybin,maoi_pharma,12,0,12,5,barnett_2025;malcolm_2023;rached_2026;ruffell_2020;ruffell_2023,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances | The pharmacological interaction of compounds in ayahuasca: a systematic review",barnett_2025::chunk::0de876d321a0;barnett_2025::chunk::225be6350ec5;barnett_2025::chunk::3fcb2ab61e99;barnett_2025::chunk::5120952c05c8;barnett_2025::chunk::5ff382b65270;barnett_2025::chunk::757c0ee1256e;barnett_2025::chunk::fb2770cfab81;malcolm_2023::chunk::699040526153;rached_2026::chunk::f0b8f4bd20a9;ruffell_2020::chunk::ce6e93e53569;ruffell_2020::chunk::ec9e83519a68;ruffell_2023::chunk::a021280a41ca,,barnett_2025::chunk::0de876d321a0;barnett_2025::chunk::225be6350ec5;barnett_2025::chunk::3fcb2ab61e99;barnett_2025::chunk::5120952c05c8;barnett_2025::chunk::5ff382b65270;barnett_2025::chunk::757c0ee1256e;barnett_2025::chunk::fb2770cfab81;malcolm_2023::chunk::699040526153;rached_2026::chunk::f0b8f4bd20a9;ruffell_2020::chunk::ce6e93e53569;ruffell_2020::chunk::ec9e83519a68;ruffell_2023::chunk::a021280a41ca
maoi_pharma|salvia,salvia,maoi_pharma,0,0,0,0,,,,,
maoi_pharma|serotonergic_opioids,maoi_pharma,serotonergic_opioids,12,0,12,5,baldo_2018;baldo_2020;gillman_2023;lindsey_2012;rached_2026,"Drug Interactions between Common Illicit Drugs and Prescription Therapies | Monoamine oxidase inhibitors and clinically relevant drug interactions | Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review",baldo_2018::chunk::de9b605c02e5;baldo_2020::chunk::3729d3886e9c;baldo_2020::chunk::5260debb84cf;baldo_2020::chunk::6a3b7ff29d02;baldo_2020::chunk::a1af78dffeb0;gillman_2023::chunk::bc24ca6a5960;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::ccb7ce6fdd3e;rached_2026::chunk::e1501678f2e5;rached_2026::chunk::f0b8f4bd20a9;rached_2026::chunk::f3935f82299a,,baldo_2018::chunk::de9b605c02e5;baldo_2020::chunk::3729d3886e9c;baldo_2020::chunk::5260debb84cf;baldo_2020::chunk::6a3b7ff29d02;baldo_2020::chunk::a1af78dffeb0;gillman_2023::chunk::bc24ca6a5960;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::ccb7ce6fdd3e;rached_2026::chunk::e1501678f2e5;rached_2026::chunk::f0b8f4bd20a9;rached_2026::chunk::f3935f82299a
maoi_pharma|snri,snri,maoi_pharma,3,0,3,3,baldo_2018;baldo_2020;gillman_2023,"Monoamine oxidase inhibitors and clinically relevant drug interactions | Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review",baldo_2018::chunk::de9b605c02e5;baldo_2020::chunk::a1af78dffeb0;gillman_2023::chunk::b6fa99801fd7,,baldo_2018::chunk::de9b605c02e5;baldo_2020::chunk::a1af78dffeb0;gillman_2023::chunk::b6fa99801fd7
maoi_pharma|ssri,ssri,maoi_pharma,9,0,9,6,baldo_2018;baldo_2020;gillman_2023;ken_2024;malcolm_2023;ruffell_2020,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Monoamine oxidase inhibitors and clinically relevant drug interactions | Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects | Pharmacokinetic and Pharmacodynamic Drug Interactions: Insights and Clinical Management | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review | The pharmacological interaction of compounds in ayahuasca: a systematic review",baldo_2018::chunk::de9b605c02e5;baldo_2020::chunk::a1af78dffeb0;gillman_2023::chunk::8cafd6573427;gillman_2023::chunk::b6fa99801fd7;ken_2024::chunk::8e34cc65f4fe;ken_2024::chunk::8fa2d1cfb2bb;malcolm_2023::chunk::7bae4d7c0d3d;ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::9ef79e66df4b,,baldo_2018::chunk::de9b605c02e5;baldo_2020::chunk::a1af78dffeb0;gillman_2023::chunk::8cafd6573427;gillman_2023::chunk::b6fa99801fd7;ken_2024::chunk::8e34cc65f4fe;ken_2024::chunk::8fa2d1cfb2bb;malcolm_2023::chunk::7bae4d7c0d3d;ruffell_2020::chunk::6f28479f3ecf;ruffell_2020::chunk::9ef79e66df4b
maoi_pharma|tobacco_rape,tobacco_rape,maoi_pharma,3,0,3,1,rached_2026,Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances,rached_2026::chunk::89e8183c85b8;rached_2026::chunk::e1501678f2e5;rached_2026::chunk::f3935f82299a,,rached_2026::chunk::89e8183c85b8;rached_2026::chunk::e1501678f2e5;rached_2026::chunk::f3935f82299a
maoi_pharma|tricyclic_ad,tricyclic_ad,maoi_pharma,4,0,4,4,baldo_2018;baldo_2020;gillman_2023;thomas_2024,"Monoamine oxidase inhibitors and clinically relevant drug interactions | Opioid analgesic drugs and serotonin toxicity syndrome_mechanisms animal models and links to clinical effects | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review | Toxicology and Pharmacological Interactions of Classic Psychedelics",baldo_2018::chunk::de9b605c02e5;baldo_2020::chunk::a1af78dffeb0;gillman_2023::chunk::84bf27829823;thomas_2024::chunk::70c648b79adc,,baldo_2018::chunk::de9b605c02e5;baldo_2020::chunk::a1af78dffeb0;gillman_2023::chunk::84bf27829823;thomas_2024::chunk::70c648b79adc
maoi_pharma|two_c_x,maoi_pharma,two_c_x,1,0,1,1,rached_2026,Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances,rached_2026::chunk::ccb7ce6fdd3e,,rached_2026::chunk::ccb7ce6fdd3e
maoi_pharma|yopo,yopo,maoi_pharma,0,0,0,0,,,,,
mdma|mdma,mdma,mdma,0,0,0,0,,,,,
mdma|mescaline_peyote,mescaline_peyote,mdma,1,0,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,halman_2024::chunk::6d291e0046ea,,halman_2024::chunk::6d291e0046ea
mdma|methylphenidate,methylphenidate,mdma,19,0,19,2,schmid_2014;schmid_2015_b,Differential effects of MDMA and methylphenidate on social cognition | Effects of methylphenidate and MDMA on appraisal of erotic stimuli and intimate relationships,schmid_2014::chunk::0765a71d7148;schmid_2014::chunk::088452626a89;schmid_2014::chunk::0b0f6ab78d28;schmid_2014::chunk::5511d34a3860;schmid_2014::chunk::5df62a030915;schmid_2014::chunk::752af6738475;schmid_2014::chunk::8c8d6c94ad1f;schmid_2014::chunk::937fa7bfdecc;schmid_2014::chunk::a153e17dd1db;schmid_2014::chunk::acc56c9bf548;schmid_2014::chunk::de85d5d1d0c5;schmid_2015_b::chunk::10c49ff05ac8;schmid_2015_b::chunk::1b6794762282;schmid_2015_b::chunk::2a7bf5c4bf2d;schmid_2015_b::chunk::6873aab21a8b;schmid_2015_b::chunk::9e982d082826;schmid_2015_b::chunk::ee9cc8b97e77;schmid_2015_b::chunk::ef8c18e9d99d;schmid_2015_b::chunk::fdba8df8ad8e,,schmid_2014::chunk::0765a71d7148;schmid_2014::chunk::088452626a89;schmid_2014::chunk::0b0f6ab78d28;schmid_2014::chunk::5511d34a3860;schmid_2014::chunk::5df62a030915;schmid_2014::chunk::752af6738475;schmid_2014::chunk::8c8d6c94ad1f;schmid_2014::chunk::937fa7bfdecc;schmid_2014::chunk::a153e17dd1db;schmid_2014::chunk::acc56c9bf548;schmid_2014::chunk::de85d5d1d0c5;schmid_2015_b::chunk::10c49ff05ac8;schmid_2015_b::chunk::1b6794762282;schmid_2015_b::chunk::2a7bf5c4bf2d;schmid_2015_b::chunk::6873aab21a8b;schmid_2015_b::chunk::9e982d082826;schmid_2015_b::chunk::ee9cc8b97e77;schmid_2015_b::chunk::ef8c18e9d99d;schmid_2015_b::chunk::fdba8df8ad8e
mdma|nbome_series,mdma,nbome_series,0,0,0,0,,,,,
mdma|ndri_bupropion,ndri_bupropion,mdma,9,0,9,2,cohen_2021;schmid_2015_a,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",cohen_2021::chunk::bbefec5b8cb7;schmid_2015_a::chunk::22f5bc0a0d18;schmid_2015_a::chunk::2a1259f8aec0;schmid_2015_a::chunk::73358ed6c227;schmid_2015_a::chunk::866c37705bb2;schmid_2015_a::chunk::8f5f534fd6df;schmid_2015_a::chunk::aeecc090f12c;schmid_2015_a::chunk::c1e9a620c47e;schmid_2015_a::chunk::dd0b427ffa75,,cohen_2021::chunk::bbefec5b8cb7;schmid_2015_a::chunk::22f5bc0a0d18;schmid_2015_a::chunk::2a1259f8aec0;schmid_2015_a::chunk::73358ed6c227;schmid_2015_a::chunk::866c37705bb2;schmid_2015_a::chunk::8f5f534fd6df;schmid_2015_a::chunk::aeecc090f12c;schmid_2015_a::chunk::c1e9a620c47e;schmid_2015_a::chunk::dd0b427ffa75
mdma|nn_dmt,nn_dmt,mdma,1,0,1,1,halman_2024,Drug-drug interactions involving classic psychedelics: A systematic review,halman_2024::chunk::6d291e0046ea,,halman_2024::chunk::6d291e0046ea
mdma|psilocybin,psilocybin,mdma,4,0,4,3,halman_2024;rached_2026;sarparast_2022,Drug-drug interactions between psychiatric medications and MDMA or psilocybin | Drug-drug interactions involving classic psychedelics: A systematic review | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances,halman_2024::chunk::6d291e0046ea;rached_2026::chunk::f0b8f4bd20a9;sarparast_2022::chunk::815c015c1a8b;sarparast_2022::chunk::9e324cb4543a,,halman_2024::chunk::6d291e0046ea;rached_2026::chunk::f0b8f4bd20a9;sarparast_2022::chunk::815c015c1a8b;sarparast_2022::chunk::9e324cb4543a
mdma|salvia,salvia,mdma,1,0,1,1,feulner_2023,Efficacy and Safety of Psychedelics in Treating Anxiety Disorders,feulner_2023::chunk::f6e63c56cfa8,,feulner_2023::chunk::f6e63c56cfa8
mdma|serotonergic_opioids,mdma,serotonergic_opioids,9,0,9,4,baldo_2020;cohen_2021;lindsey_2012;rached_2026,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Drug Interactions between Common Illicit Drugs and Prescription Therapies | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review",baldo_2020::chunk::a1af78dffeb0;cohen_2021::chunk::1b2594e40fd7;cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;cohen_2021::chunk::8c64ba24dd65;cohen_2021::chunk::bbefec5b8cb7;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::f0b8f4bd20a9,,baldo_2020::chunk::a1af78dffeb0;cohen_2021::chunk::1b2594e40fd7;cohen_2021::chunk::1fbe6f25d058;cohen_2021::chunk::68ad620e4828;cohen_2021::chunk::8c64ba24dd65;cohen_2021::chunk::bbefec5b8cb7;lindsey_2012::chunk::5157e31148e1;rached_2026::chunk::89e8183c85b8;rached_2026::chunk::f0b8f4bd20a9
mdma|snri,snri,mdma,4,0,4,3,baldo_2020;cohen_2021;gillman_2023,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Monoamine oxidase inhibitors and clinically relevant drug interactions | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review",baldo_2020::chunk::a1af78dffeb0;cohen_2021::chunk::7ccc099822df;cohen_2021::chunk::bbefec5b8cb7;gillman_2023::chunk::d953fa38150f,,baldo_2020::chunk::a1af78dffeb0;cohen_2021::chunk::7ccc099822df;cohen_2021::chunk::bbefec5b8cb7;gillman_2023::chunk::d953fa38150f
mdma|ssri,ssri,mdma,8,0,8,6,baldo_2020;cohen_2021;gillman_2023;liechti_2014;malcolm_2023;sarparast_2022,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Drug-drug interactions between psychiatric medications and MDMA or psilocybin | Effects of MDMA on body temperature in humans | Monoamine oxidase inhibitors and clinically relevant drug interactions | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review",baldo_2020::chunk::a1af78dffeb0;cohen_2021::chunk::7ccc099822df;cohen_2021::chunk::bbefec5b8cb7;gillman_2023::chunk::d953fa38150f;liechti_2014::chunk::cd95581ced7b;malcolm_2023::chunk::7bae4d7c0d3d;sarparast_2022::chunk::815c015c1a8b;sarparast_2022::chunk::e6feefdf4288,,baldo_2020::chunk::a1af78dffeb0;cohen_2021::chunk::7ccc099822df;cohen_2021::chunk::bbefec5b8cb7;gillman_2023::chunk::d953fa38150f;liechti_2014::chunk::cd95581ced7b;malcolm_2023::chunk::7bae4d7c0d3d;sarparast_2022::chunk::815c015c1a8b;sarparast_2022::chunk::e6feefdf4288
mdma|tobacco_rape,tobacco_rape,mdma,2,0,2,2,cohen_2021;rached_2026,Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | Safety and efficacy of monoamine oxidase inhibitors in patients who use psychoactive substances,cohen_2021::chunk::1fbe6f25d058;rached_2026::chunk::89e8183c85b8,,cohen_2021::chunk::1fbe6f25d058;rached_2026::chunk::89e8183c85b8
mdma|tricyclic_ad,tricyclic_ad,mdma,2,0,2,2,baldo_2020;cohen_2021,"Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database | The anaesthetist, opioid analgesic drugs, and serotonin toxicity: a mechanistic and clinical review",baldo_2020::chunk::a1af78dffeb0;cohen_2021::chunk::7ccc099822df,,baldo_2020::chunk::a1af78dffeb0;cohen_2021::chunk::7ccc099822df
mdma|two_c_x,mdma,two_c_x,0,0,0,0,,,,,
mdma|yopo,yopo,mdma,0,0,0,0,,,,,
mescaline_peyote|mescaline_peyote,mescaline_peyote,mescaline_peyote,0,0,0,0,,,,,
mescaline_peyote|methylphenidate,mescaline_peyote,methylphenidate,0,0,0,0,,,,,
mescaline_peyote|nbome_series,mescaline_peyote,nbome_series,0,1,1,1,thomas_2024,Toxicology and Pharmacological Interactions of Classic Psychedelics,,thomas_2024::chunk::d0df4f624773,thomas_2024::chunk::d0df4f624773
mescaline_peyote|ndri_bupropion,mescaline_peyote,ndri_bupropion,0,0,0,0,,,,,
mescaline_peyote|nn_dmt,nn_dmt,mescaline_peyote,9,1,10,3,halman_2024;thomas_2024;wojtas_2022,"Drug-drug interactions involving classic psychedelics: A systematic review | Effect of psilocybin and ketamine on brain neurotransmitters, glutamate receptors, DNA and rat behaviour | Toxicology and Pharmacological Interactions of Classic Psychedelics",halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e5b84c172cc9;halman_2024::chunk::e7863b8670d9;wojtas_2022::chunk::96dbc7d3cf09,thomas_2024::chunk::d0df4f624773,halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e5b84c172cc9;halman_2024::chunk::e7863b8670d9;thomas_2024::chunk::d0df4f624773;wojtas_2022::chunk::96dbc7d3cf09
mescaline_peyote|psilocybin,psilocybin,mescaline_peyote,9,1,10,3,halman_2024;thomas_2024;wojtas_2022,"Drug-drug interactions involving classic psychedelics: A systematic review | Effect of psilocybin and ketamine on brain neurotransmitters, glutamate receptors, DNA and rat behaviour | Toxicology and Pharmacological Interactions of Classic Psychedelics",halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;halman_2024::chunk::f41a3fdca9f7;wojtas_2022::chunk::96dbc7d3cf09,thomas_2024::chunk::d0df4f624773,halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;halman_2024::chunk::f41a3fdca9f7;thomas_2024::chunk::d0df4f624773;wojtas_2022::chunk::96dbc7d3cf09
mescaline_peyote|salvia,mescaline_peyote,salvia,0,0,0,0,,,,,
mescaline_peyote|serotonergic_opioids,mescaline_peyote,serotonergic_opioids,0,0,0,0,,,,,
mescaline_peyote|snri,mescaline_peyote,snri,0,0,0,0,,,,,
mescaline_peyote|ssri,mescaline_peyote,ssri,0,0,0,0,,,,,
mescaline_peyote|tobacco_rape,mescaline_peyote,tobacco_rape,0,0,0,0,,,,,
mescaline_peyote|tricyclic_ad,mescaline_peyote,tricyclic_ad,0,0,0,0,,,,,
mescaline_peyote|two_c_x,mescaline_peyote,two_c_x,0,1,1,1,thomas_2024,Toxicology and Pharmacological Interactions of Classic Psychedelics,,thomas_2024::chunk::d0df4f624773,thomas_2024::chunk::d0df4f624773
mescaline_peyote|yopo,mescaline_peyote,yopo,0,0,0,0,,,,,
methylphenidate|methylphenidate,methylphenidate,methylphenidate,0,0,0,0,,,,,
methylphenidate|nbome_series,methylphenidate,nbome_series,0,0,0,0,,,,,
methylphenidate|ndri_bupropion,ndri_bupropion,methylphenidate,1,0,1,1,schmid_2015_a,"Interactions between bupropion and 3,4-methylenedioxymethamphetamine in healthy subjects",schmid_2015_a::chunk::29ac513e18cf,,schmid_2015_a::chunk::29ac513e18cf
methylphenidate|nn_dmt,nn_dmt,methylphenidate,0,0,0,0,,,,,
methylphenidate|psilocybin,psilocybin,methylphenidate,0,0,0,0,,,,,
methylphenidate|salvia,salvia,methylphenidate,0,0,0,0,,,,,
methylphenidate|serotonergic_opioids,methylphenidate,serotonergic_opioids,0,0,0,0,,,,,
methylphenidate|snri,snri,methylphenidate,0,0,0,0,,,,,
methylphenidate|ssri,ssri,methylphenidate,0,0,0,0,,,,,
methylphenidate|tobacco_rape,tobacco_rape,methylphenidate,0,0,0,0,,,,,
methylphenidate|tricyclic_ad,tricyclic_ad,methylphenidate,0,0,0,0,,,,,
methylphenidate|two_c_x,methylphenidate,two_c_x,0,0,0,0,,,,,
methylphenidate|yopo,yopo,methylphenidate,0,0,0,0,,,,,
nbome_series|nbome_series,nbome_series,nbome_series,0,0,0,0,,,,,
nbome_series|ndri_bupropion,ndri_bupropion,nbome_series,0,0,0,0,,,,,
nbome_series|nn_dmt,nn_dmt,nbome_series,0,1,1,1,thomas_2024,Toxicology and Pharmacological Interactions of Classic Psychedelics,,thomas_2024::chunk::d0df4f624773,thomas_2024::chunk::d0df4f624773
nbome_series|psilocybin,psilocybin,nbome_series,0,1,1,1,thomas_2024,Toxicology and Pharmacological Interactions of Classic Psychedelics,,thomas_2024::chunk::d0df4f624773,thomas_2024::chunk::d0df4f624773
nbome_series|salvia,salvia,nbome_series,0,0,0,0,,,,,
nbome_series|serotonergic_opioids,nbome_series,serotonergic_opioids,0,0,0,0,,,,,
nbome_series|snri,snri,nbome_series,0,0,0,0,,,,,
nbome_series|ssri,ssri,nbome_series,0,0,0,0,,,,,
nbome_series|tobacco_rape,tobacco_rape,nbome_series,0,0,0,0,,,,,
nbome_series|tricyclic_ad,tricyclic_ad,nbome_series,0,0,0,0,,,,,
nbome_series|two_c_x,two_c_x,nbome_series,0,1,1,1,thomas_2024,Toxicology and Pharmacological Interactions of Classic Psychedelics,,thomas_2024::chunk::d0df4f624773,thomas_2024::chunk::d0df4f624773
nbome_series|yopo,yopo,nbome_series,0,0,0,0,,,,,
ndri_bupropion|ndri_bupropion,ndri_bupropion,ndri_bupropion,0,0,0,0,,,,,
ndri_bupropion|nn_dmt,nn_dmt,ndri_bupropion,0,0,0,0,,,,,
ndri_bupropion|psilocybin,psilocybin,ndri_bupropion,0,0,0,0,,,,,
ndri_bupropion|salvia,salvia,ndri_bupropion,0,0,0,0,,,,,
ndri_bupropion|serotonergic_opioids,ndri_bupropion,serotonergic_opioids,1,0,1,1,cohen_2021,Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database,cohen_2021::chunk::bbefec5b8cb7,,cohen_2021::chunk::bbefec5b8cb7
ndri_bupropion|snri,snri,ndri_bupropion,1,0,1,1,cohen_2021,Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database,cohen_2021::chunk::bbefec5b8cb7,,cohen_2021::chunk::bbefec5b8cb7
ndri_bupropion|ssri,ssri,ndri_bupropion,1,0,1,1,cohen_2021,Concomitant drugs associated with increased mortality for MDMA users reported in a drug safety surveillance database,cohen_2021::chunk::bbefec5b8cb7,,cohen_2021::chunk::bbefec5b8cb7
ndri_bupropion|tobacco_rape,tobacco_rape,ndri_bupropion,0,0,0,0,,,,,
ndri_bupropion|tricyclic_ad,tricyclic_ad,ndri_bupropion,0,0,0,0,,,,,
ndri_bupropion|two_c_x,ndri_bupropion,two_c_x,0,0,0,0,,,,,
ndri_bupropion|yopo,yopo,ndri_bupropion,0,0,0,0,,,,,
nn_dmt|nn_dmt,nn_dmt,nn_dmt,0,0,0,0,,,,,
nn_dmt|psilocybin,psilocybin,nn_dmt,15,1,16,7,barnett_2025;halman_2024;malcolm_2023;ruffell_2020;ruffell_2023;thomas_2024;wojtas_2022,"Ayahuasca and Drug Interaction: The Good, the Bad, and the Soul | Ayahuasca: A review of historical, pharmacological, and therapeutic aspects | Drug-drug interactions involving classic psychedelics: A systematic review | Effect of psilocybin and ketamine on brain neurotransmitters, glutamate receptors, DNA and rat behaviour | Hypertensive Emergency Secondary to Combining Psilocybin Mushrooms, Extended Release Dextroamphetamine-Amphetamine, and Tranylcypromine | The pharmacological interaction of compounds in ayahuasca: a systematic review | Toxicology and Pharmacological Interactions of Classic Psychedelics",barnett_2025::chunk::757c0ee1256e;halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;malcolm_2023::chunk::699040526153;ruffell_2020::chunk::0fc73990896b;ruffell_2020::chunk::5bb8963b5b05;ruffell_2020::chunk::ce6e93e53569;ruffell_2020::chunk::ec9e83519a68;ruffell_2023::chunk::a021280a41ca;wojtas_2022::chunk::96dbc7d3cf09,thomas_2024::chunk::d0df4f624773,barnett_2025::chunk::757c0ee1256e;halman_2024::chunk::567a1313706a;halman_2024::chunk::6d291e0046ea;halman_2024::chunk::79ddc2cb2eb8;halman_2024::chunk::93a8537b1ff6;halman_2024::chunk::a5d65fadbebc;halman_2024::chunk::dfd1bb7a18b8;halman_2024::chunk::e7863b8670d9;malcolm_2023::chunk::699040526153;ruffell_2020::chunk::0fc73990896b;ruffell_2020::chunk::5bb8963b5b05;ruffell_2020::chunk::ce6e93e53569;ruffell_2020::chunk::ec9e83519a68;ruffell_2023::chunk::a021280a41ca;thomas_2024::chunk::d0df4f624773;wojtas_2022::chunk::96dbc7d3cf09
